Time since last epoch, KB allocated
1626192608915, 500
1626192611040, 500
1626192613161, 500
1626192615274, 500
1626192617386, 500
1626192619507, 500
1626192621628, 500
1626192623752, 500
1626192625864, 500
1626192627985, 500
1626192630101, 500
1626192632214, 500
1626192634335, 500
1626192636452, 500
1626192638567, 500
